supplier,source_field,raw_category_path,sku,product_name,mapping_status,target_category,target_subcategory,confidence,rule_id,review_reason,suggested_tags,suggested_material,mapping_note
PromoBrands,Category 4,Back to University,S146,Digital Galilee 443mL Tumbler,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 4,Back to University,S777,Byron 1L Drink Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 4,Back to University,S778,Byron 1.8L Drink Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 4,Back to University,S895,Sunrise Smoothie 500mL Tumbler,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 4,Back to University,S905,Holly 1L Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 4,Back to University,S907,Ember 700ml Plastic Bottle with Carabiner,auto_mapped_by_keyword,Outdoor & Sports,Camping & Outdoors,0.84,OUT-080,,,,
PromoBrands,Category 4,Back to University,S990,Arlo 1L Glass Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 4,Back to University,T101,Matrix 3-in-1 MagSafe Wireless Charger,auto_mapped_by_keyword,Technology,Wireless Chargers,0.94,TECH-010,,,,
PromoBrands,Category 4,Back to University,T238,The Cable Guy Data & Charging Lanyard,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
PromoBrands,Category 4,Back to University,T853,"Rhodes Power Bank (10,000 mAh)",auto_mapped_by_keyword,Technology,Power Banks,0.95,TECH-020,,,,
PromoBrands,Category 4,Back to University / Navy Products,P602,Monarch Re-AL Ball Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
PromoBrands,Category 4,Bags,RB1018R,Recycled Cotton Tote Bag,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 4,Bags / Food Storage,NP175,Two Layer Lunch Box,auto_mapped_by_keyword,Home & Living,Kitchen & Dining,0.84,HOME-020,,,,
PromoBrands,Category 4,Chenille Print,RB1041R,Lamar Recycled Large Tote Bag,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 4,Drinkware / Mirror Finish,S819,Classic 500ml Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 4,Drinkware / Mirror Finish,S935,Zen Mirror Finish Mugs (350mL),auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
PromoBrands,Category 4,Drinkware / Mirror Finish,S936,Calm Cup (230mL),auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
PromoBrands,Category 4,Drinkware / Mirror Finish,S936W,Ecograin Mirror Finish 230mL Calm Cup,auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
PromoBrands,Category 4,Exercise & Fitness,T472,Mornington Beach Ball,auto_mapped_by_keyword,Toys & Games,Outdoor Toys,0.9,TOY-050,,,,
PromoBrands,Category 4,Health & Wellness,B118,Stick n Roll Lint Remover,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 4,Health & Wellness / Personal Care,H398,Bambu Toothbrush,auto_mapped_by_keyword,Personal Care,Grooming,0.86,PC-090,,,,
PromoBrands,Category 4,Home & Entertainment / Barware,K109,Handa Bottle Opener,auto_mapped_by_keyword,Barware & Accessories,Bottle Openers,0.95,BAR-010,,,,
PromoBrands,Category 4,Legendary Range / Notepads & Calenders,CL102,Magnetic Tab Calendar,auto_mapped_by_keyword,Office & Desk,Pads & Planners,0.86,OFF-030,,,,
PromoBrands,Category 4,Navy Products,H450,Double Stack RPP Lunch Box,auto_mapped_by_keyword,Home & Living,Kitchen & Dining,0.84,HOME-020,,,,
PromoBrands,Category 4,Navy Products,RB1018RC,Recycled Colourful Cotton Tote Bag,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 4,Navy Products,RB1044,Century Canvas Tote Bag,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 4,Navy Products,S912,Nomad 600ml Double Wall Mug,auto_mapped_by_keyword,Drinkware,Mugs,0.88,DRINK-050,,,,
PromoBrands,Category 4,Navy Products,S939,Dundee Stubby Cooler,auto_mapped_by_keyword,Barware & Accessories,Stubby Holders,0.92,BAR-030,,,,
PromoBrands,Category 4,New,RB1045,The Brooke Jute and Cotton Cooler Bag,auto_mapped_by_keyword,Bags,Cooler Bags,0.92,BAG-040,,,,
PromoBrands,Category 4,New,T222,Waterproof Phone Pouch,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 4,Outdoor & Leisure,K259,Cork Floating Keychain,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 4,Outdoor & Leisure / Survival,S965,Thermo 500ml Vacuum Flask,auto_mapped_by_keyword,Drinkware,Flasks,0.84,DRINK-070,,,,
PromoBrands,Category 4,Outdoor & Leisure / Toys & Games,T019,Caroline Portable Karaoke Machine,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 4,Paper & Wood,P142,Manopoli Bamboo Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
