supplier,source_field,raw_category_path,sku,product_name,mapping_status,target_category,target_subcategory,confidence,rule_id,review_reason,suggested_tags,suggested_material,mapping_note
NIConcept,categorisation + category_/_sub category,Health & Personal,7802,Magnetic Wallet w/ Phone Stand,auto_mapped_by_keyword,Technology,Phone Accessories,0.9,TECH-070,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,8814,Metal Money Clip,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,8904,Silver Compact Mirror,auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,9092,Recycled Travel Wallet w/ RFID Blocking,auto_mapped_by_keyword,Travel,Travel Wallets,0.9,TRAV-030,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,9094,Pull-Apart Leather Luggage Tag,auto_mapped_by_keyword,Travel,Luggage Tags,0.95,TRAV-010,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,S1JTW,Skullcandy Jib True 2,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,SM-1520,Bolt 20 Piece First Aid Kit,auto_mapped_by_keyword,Personal Care,First Aid,0.95,PC-050,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,SM-1707,Recycled AM/PM Pill Case,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,SM-1711,Letter Opener,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,SM-5987,"15"" X 18"" Terry Golf Towel",auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,SM-7655,Go Go Rally Towel,auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,SM-9447,Stand-Up Pocket Mirror,auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,SM-9590,Traverse Business Card Holder,auto_mapped_by_keyword,Marketing Materials,Business Cards,0.9,MKT-010,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,SM-9901,The Safety Vest,auto_mapped_by_keyword,Apparel,Vests,0.9,APP-070,,,,
NIConcept,categorisation + category_/_sub category,Technology,134264,"Freal Wireless Charging Pad, White/Solid Black",auto_mapped_by_keyword,Technology,Wireless Chargers,0.94,TECH-010,,,,
NIConcept,categorisation + category_/_sub category,Technology,1427,Dual Car Charger,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
NIConcept,categorisation + category_/_sub category,Technology,2PA145,Prixton TWS158 ENC and ANC earbuds,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
NIConcept,categorisation + category_/_sub category,Technology,2PA152,Prixton TWS159 ENC and ANC earbuds,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
NIConcept,categorisation + category_/_sub category,Technology,6165,USB Smart Charger,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
NIConcept,categorisation + category_/_sub category,Technology,7141-83,Ultra Thin Fabric Wireless Charging Pad,auto_mapped_by_keyword,Technology,Wireless Chargers,0.94,TECH-010,,,,
NIConcept,categorisation + category_/_sub category,Technology,7766,RPET Headphone & Tech Case,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
NIConcept,categorisation + category_/_sub category,Technology,7768,Anton Noise Cancelling Headphones,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
NIConcept,categorisation + category_/_sub category,Technology,7769,Braavos 2,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Technology,7783,Rise GRS Recycled Organiser Pouch,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
NIConcept,categorisation + category_/_sub category,Technology,7785,Fast Charging Multi Cable 100W,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
NIConcept,categorisation + category_/_sub category,Technology,7786,Magnetic Wireless Charger,auto_mapped_by_keyword,Technology,Wireless Chargers,0.94,TECH-010,,,,
NIConcept,categorisation + category_/_sub category,Technology,77933,USB C Adapter,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
NIConcept,categorisation + category_/_sub category,Technology,7796,Whirl 5-In-1 Data Transfer Cable w/ Magnetic Wrap,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
NIConcept,categorisation + category_/_sub category,Technology,7860_16,Rotate USB - 16GB - Locally Stocked,auto_mapped_by_keyword,Technology,USB Flash Drives,0.95,TECH-050,,,,
NIConcept,categorisation + category_/_sub category,Technology,7860_32,Rotate USB - 32GB - Locally Stocked,auto_mapped_by_keyword,Technology,USB Flash Drives,0.95,TECH-050,,,,
NIConcept,categorisation + category_/_sub category,Technology,7860_4,Rotate USB - 4GB - Locally Stocked,auto_mapped_by_keyword,Technology,USB Flash Drives,0.95,TECH-050,,,,
NIConcept,categorisation + category_/_sub category,Technology,7890,Magnetic Power Bank 5000 mAh,auto_mapped_by_keyword,Technology,Power Banks,0.95,TECH-020,,,,
NIConcept,categorisation + category_/_sub category,Technology,7891_4,Jetson USB - 4 GB - Locally Stocked,auto_mapped_by_keyword,Technology,USB Flash Drives,0.95,TECH-050,,,,
NIConcept,categorisation + category_/_sub category,Technology,7891_8,Jetson USB - 8 GB - Locally Stocked,auto_mapped_by_keyword,Technology,USB Flash Drives,0.95,TECH-050,,,,
NIConcept,categorisation + category_/_sub category,Technology,7893,Magnetic Power Bank w/ Phone Stand 10000 mAh,auto_mapped_by_keyword,Technology,Power Banks,0.95,TECH-020,,,,
NIConcept,categorisation + category_/_sub category,Technology,7894,Slim Metal Magnetic Power Bank 5000 mAh,auto_mapped_by_keyword,Technology,Power Banks,0.95,TECH-020,,,,
NIConcept,categorisation + category_/_sub category,Technology,7934,Whiz Recycled Plastic Modular Charging Cable,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
NIConcept,categorisation + category_/_sub category,Technology,8011_4,Key Shaped USB - 4GB - Locally Stocked,auto_mapped_by_keyword,Technology,USB Flash Drives,0.95,TECH-050,,,,
NIConcept,categorisation + category_/_sub category,Technology,FID1010,True Wireless Bluetooth Earbuds,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
NIConcept,categorisation + category_/_sub category,Technology,PB1004,Radiant 5000 mAh Solar Power Bank,auto_mapped_by_keyword,Technology,Power Banks,0.95,TECH-020,,,,
NIConcept,categorisation + category_/_sub category,Technology,S6HHW,Skullcandy Hesh ANC Wireless,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
NIConcept,categorisation + category_/_sub category,Technology,SM-2819,Ultra Thin Wireless Charging Pad,auto_mapped_by_keyword,Technology,Wireless Chargers,0.94,TECH-010,,,,
NIConcept,categorisation + category_/_sub category,Technology,SM-2926,Oppo Bluetooth Headphones & Microphone,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
NIConcept,categorisation + category_/_sub category,Technology,SM-3727,Route Light Up Logo 3-In-1 Cable,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
NIConcept,categorisation + category_/_sub category,Technology,SM-3810,Colour Pop Earbuds,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
NIConcept,categorisation + category_/_sub category,Technology,SM-3817,Colour Pop Earbuds w/ Microphone,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
NIConcept,categorisation + category_/_sub category,Technology,SM-3993,Tech Screen Cleaning Cloth,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Apparel,H138,Trucker Roadhouse Cap,auto_mapped_by_keyword,Headwear,Caps,0.9,HEAD-060,,,,
PromoBrands,Category 1,Apparel / New,D202,Snapback Cotton Baseball Cap,auto_mapped_by_keyword,Headwear,Caps,0.9,HEAD-060,,,,
PromoBrands,Category 1,Apparel / New,D203,Buckle Strap Denim Cotton Baseball Cap,auto_mapped_by_keyword,Headwear,Caps,0.9,HEAD-060,,,,
PromoBrands,Category 1,Apparel / New,D204,Poly Strapback Baseball Cap,auto_mapped_by_keyword,Headwear,Caps,0.9,HEAD-060,,,,
PromoBrands,Category 1,Apparel / New,D205,Quick-Dry Ripstop Strapback Baseball Cap,auto_mapped_by_keyword,Headwear,Caps,0.9,HEAD-060,,,,
PromoBrands,Category 1,Apparel / New,D206,Promo Poly-Cotton 6 Panel Velcro Strap Baseball Cap,auto_mapped_by_keyword,Headwear,Caps,0.9,HEAD-060,,,,
PromoBrands,Category 1,Apparel / New,D207,Snapback Truckers Cap,auto_mapped_by_keyword,Headwear,Caps,0.9,HEAD-060,,,,
PromoBrands,Category 1,Apparel / Sublimated Apparel,OA035,Very Kool Cooling Bandana,auto_mapped_by_keyword,Apparel,Scarves & Accessories,0.82,APP-110,,,,
PromoBrands,Category 1,Apparel / Sunglasses,J635,Haze Sunglasses,auto_mapped_by_keyword,Outdoor & Sports,Sunglasses,0.95,OUT-060,,,,
PromoBrands,Category 1,Australian Made,M407,Rectangle To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made,M407H,House Shaped To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made,M407T,Telephone Shaped To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made,M408B,Magnetic Whiteboard (210mm x 297mm),auto_mapped_by_keyword,Giveaways & Event Accessories,Magnets,0.84,GIVE-070,,,,
PromoBrands,Category 1,Australian Made,M408C,Magnetic Whiteboard (297mm x 420mm),auto_mapped_by_keyword,Giveaways & Event Accessories,Magnets,0.84,GIVE-070,,,,
PromoBrands,Category 1,Australian Made,M409,T-Magnet with Clip,auto_mapped_by_keyword,Giveaways & Event Accessories,Magnets,0.84,GIVE-070,,,,
PromoBrands,Category 1,Australian Made,M418,Magnetic Whiteboard To Do List,auto_mapped_by_keyword,Giveaways & Event Accessories,Magnets,0.84,GIVE-070,,,,
PromoBrands,Category 1,Australian Made,M420,A3 Magnetic Whiteboard with Notepad,auto_mapped_by_keyword,Giveaways & Event Accessories,Magnets,0.84,GIVE-070,,,,
PromoBrands,Category 1,Australian Made / Ideas,HCI101,Sun Visors,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Ideas,HCI106A,Rulers,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Ideas,HCI107,Door Hanger,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Ideas,HCI107A,Double Sided Door Hanger,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,C1A,Deluxe Coaster (3mm),auto_mapped_by_keyword,Barware & Accessories,Coasters,0.94,BAR-020,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,C1B,Deluxe Coaster (1mm),auto_mapped_by_keyword,Barware & Accessories,Coasters,0.94,BAR-020,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,CM301A,Point Of Sale Counter Mat (420mm x 594mm x 3mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,CM301B,Point Of Sale Counter Mat (420mm x 594mm x 1mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,CM302A,Deluxe Counter Mat (420mm x 297mm x 3mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,CM302B,Deluxe Counter Mat (420mm x 297mm x 1mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,CM303A,Ultimate Counter Mat (420mm x 297mm x 1mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,CM303B,Framed Insert Counter Mat (420mm x 297mm x 1mm Natural Rubber),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,CR1-R,Ezi Gripz Coasters (95mm x 95mm),auto_mapped_by_keyword,Barware & Accessories,Coasters,0.94,BAR-020,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,CR1-S,Ezi Gripz Coasters (95mm x 95mm),auto_mapped_by_keyword,Barware & Accessories,Coasters,0.94,BAR-020,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MM101A,Budget Mouse Mat (230mm x 190mm x 1.5mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MM102A,Deluxe Mouse Mat (230mm x 190mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MM102B,Deluxe Mouse Mat (205mm x 145mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MM102C,Deluxe Mouse Mat (230mm x 190mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MM102D,Deluxe Mouse Mat (205mm x 145mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MM103A,Optical Friendly Mouse Mat (230mm x 190mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MM105A,Fabric Mouse Mat (225mm x 185mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MM105B,Fabric Mouse Mat (225mm x 185mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MM107A,Flip-Top Mouse Mat (230mm x 190mm x 1mm Natural Rubber),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MM109A,Photo Frame Mouse Mat (230mm x 190mm),auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MM118,Calendar Mouse Mat (230mm x 190mm),auto_mapped_by_keyword,Office & Desk,Pads & Planners,0.86,OFF-030,,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MMR101,Ezi Gripz Mouse Mats (230mm x 190mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MMR102,Ezi Gripz Mouse Mats (205mm x 145mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MMR103,Mouse Mat and Coaster Set,auto_mapped_by_keyword,Barware & Accessories,Coasters,0.94,BAR-020,,,,
PromoBrands,Category 1,Australian Made / Notepads & Calenders,CL104,Desk Calendar,auto_mapped_by_keyword,Office & Desk,Pads & Planners,0.86,OFF-030,,,,
PromoBrands,Category 1,Australian Made / Notepads & Calenders,CL105,Desk Calendar,auto_mapped_by_keyword,Office & Desk,Pads & Planners,0.86,OFF-030,,,,
PromoBrands,Category 1,Australian Made / Notepads & Calenders,PP101,A5 Note pad (25 leaves per pad),auto_mapped_by_keyword,Office & Desk,Note Pads,0.92,OFF-020,,,,
PromoBrands,Category 1,Australian Made / Notepads & Calenders,PP101A,A5 Note Pad (50 leaves per pad),auto_mapped_by_keyword,Office & Desk,Note Pads,0.92,OFF-020,,,,
PromoBrands,Category 1,Australian Made / Notepads & Calenders,PP102,A4 Note pad (25 leaves per pad),auto_mapped_by_keyword,Office & Desk,Note Pads,0.92,OFF-020,,,,
PromoBrands,Category 1,Australian Made / Notepads & Calenders,PP102A,A4 Note pad (50 leaves per pad),auto_mapped_by_keyword,Office & Desk,Note Pads,0.92,OFF-020,,,,
PromoBrands,Category 1,Australian Made / Notepads & Calenders,PP103,A3 Note pad (25 leaves per pad),auto_mapped_by_keyword,Office & Desk,Note Pads,0.92,OFF-020,,,,
PromoBrands,Category 1,Australian Made / Notepads & Calenders,PP103A,A3 Note Pad (50 leaves per pad),auto_mapped_by_keyword,Office & Desk,Note Pads,0.92,OFF-020,,,,
PromoBrands,Category 1,Bags,RB401,Paper Show Bag,auto_mapped_by_keyword,Bags,Drawstring Bags,0.9,BAG-050,,,,
PromoBrands,Category 1,Bags / Grocery,B102,PEVA Reusable Food Storage Bag (21.5cm x 12cm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Bags / Grocery,B103,PEVA Reusable Food Storage Bag (215mm x 180mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Bags / Grocery,B104,PEVA Reusable Food Storage Bag (260mm x 200mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Bags / Grocery,RB1031,Metro Recycled PET Bag,auto_mapped_by_keyword,Pet,Pet Accessories,0.88,PET-010,,,,
PromoBrands,Category 1,Coming Soon,D433,SunScribe Notebook (A4),auto_mapped_by_keyword,Office & Desk,Notebooks,0.92,OFF-010,,,,
PromoBrands,Category 1,Drinkware,S700,Recycled Aluminum 600ml Stadium Party Cup,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Drinkware,S938,Shiraz Detachable Wine Glass,auto_mapped_by_keyword,Drinkware,Glassware,0.86,DRINK-060,,,,
PromoBrands,Category 1,Drinkware / Metal,S778,Byron 1.8L Drink Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 1,Drinkware / Metal,S819,Classic 500ml Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 1,Drinkware / Metal,S889,Shadow 500ml Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 1,Drinkware / Metal,S899,Voyager 600ml Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 1,Drinkware / Metal,S900,Allegra 1L Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 1,Drinkware / Metal,S901,Allegra 750ml Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 1,Drinkware / Metal,S904,Bentley Bottle 600ml,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 1,Drinkware / Metal,S911,The Rhino 1.2L Tumbler,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 1,Drinkware / Metal,S921,Duet 500mL Cup,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 1,Drinkware / Metal,S935,Zen Mirror Finish Mugs (350mL),auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
PromoBrands,Category 1,Drinkware / Metal,S936,Calm Cup (230mL),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Drinkware / Metal,S936W,Ecograin Mirror Finish 230mL Calm Cup,auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
PromoBrands,Category 1,Drinkware / Metal,S937,Vita Aluminium 450ml Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 1,Drinkware / Metal,S941,Wanderer 400ml Mug,auto_mapped_by_keyword,Drinkware,Mugs,0.88,DRINK-050,,,,
PromoBrands,Category 1,Drinkware / Metal,S999,The Sanny Tumbler 320ml,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 1,Drinkware / Plastic,S627,Power 600ml Shaker Cup,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 1,Drinkware / Plastic,S881,The Bondi 700ml Drinking Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 1,Drinkware / Plastic,S896,Organic 650ml Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 1,Drinkware / Straws,NP152,Reusable Silicone Straw,auto_mapped_by_keyword,Barware & Accessories,Bar Accessories,0.86,BAR-060,,,,
PromoBrands,Category 1,Drinkware / Straws,S102,Telescopic Stainless Steel Straw,auto_mapped_by_keyword,Barware & Accessories,Bar Accessories,0.86,BAR-060,,,,
PromoBrands,Category 1,Essential & PPE Products,H337,Cotton Face Masks,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products,H746FD,Custom Neck Gaiter,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products,NP165,Soapy,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products,NP165soapyrefill,Soapy Refill Sleeves,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products / Safety,H673,Summit Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
PromoBrands,Category 1,Essential & PPE Products / Safety,H680,First Aid Travel Kit - 22 Piece,auto_mapped_by_keyword,Personal Care,First Aid,0.95,PC-050,,,,
PromoBrands,Category 1,Essential & PPE Products / Safety,K228,Silicone Earplug Keychain,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products / Safety,K292,Vivace Bandage Dispenser,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Food Storage,H451,Pac-Man Lunch Box with Handle,auto_mapped_by_keyword,Home & Living,Kitchen & Dining,0.84,HOME-020,,,,
PromoBrands,Category 1,Health & Wellness,T105,Mini Massage Gun,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Dental Care,H323,Dente Floss 25pk,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Dental Care,H399,Dente Floss 20pk,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Exercise & Fitness,H710,Cooling Towel,auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
PromoBrands,Category 1,Health & Wellness / Exercise & Fitness,NP155,Branded Massage Ball,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Exercise & Fitness,T108,Olympic Massage Gun,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Microfiber Cloths,H900,Micro Fibre Towel with Pouch,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Health & Wellness / Microfiber Cloths,K817,Micro Fibre iPad Pouch,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Health & Wellness / Microfiber Cloths,K818,Micro Fibre Backpack,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Health & Wellness / Microfiber Cloths,K821,Mini Micro Fibre Cloth,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Health & Wellness / Microfiber Cloths,K822,Medium Micro Fibre Cloth,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Health & Wellness / Microfiber Cloths,K823,Large Micro Fibre Cloth,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Health & Wellness / Microfiber Cloths,K825,Micro Fibre Camera/Mobile Phone Pouch,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Health & Wellness / Microfiber Cloths,K826,Micro Fibre Sunglass Pouch,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Health & Wellness / Microfiber Cloths,K827,Cleaning Micro Fibre Cloth,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Health & Wellness / Microfiber Cloths,K828,Micro Fibre Laptop Screen Protector,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Health & Wellness / Microfiber Cloths,K925,Micro Fibre Pouch & Cloth,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Health & Wellness / Microfiber Cloths,K926,Micro Fibre Sunglass Pouch and Cloth,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 1,Health & Wellness / Personal Care,A1500,Mall Manicure set,auto_mapped_by_keyword,Personal Care,Manicure Sets,0.9,PC-060,,,,
PromoBrands,Category 1,Health & Wellness / Personal Care,A1501,Bamboo Paddle Nail File,auto_mapped_by_keyword,Personal Care,Manicure Sets,0.9,PC-060,,,,
PromoBrands,Category 1,Health & Wellness / Personal Care,K490,Doctor Pill Box,auto_mapped_by_keyword,Packaging,Gift Boxes,0.84,PKG-010,,,,
PromoBrands,Category 1,Health & Wellness / Personal Care,K491,Rainbow Pill Tube,auto_mapped_by_keyword,Packaging,Gift Tubes,0.86,PKG-030,,,,
PromoBrands,Category 1,Health & Wellness / Personal Care,M200,The Ego Pocket Mirror,auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
PromoBrands,Category 1,Health & Wellness / Travel & Personal Accessories,M201,Glow Compact Mirror with LED,auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
PromoBrands,Category 1,Home & Entertainment,T019,Caroline Portable Karaoke Machine,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 1,Home & Entertainment / New,T158,Phil's Pickle Ball Set,auto_mapped_by_keyword,Outdoor & Sports,Sports Products,0.86,OUT-040,,,,
PromoBrands,Category 1,Home & Entertainment / Photo Frames,D365,Classic Aluminium Photo Frame,auto_mapped_by_keyword,Home & Living,Home Decor,0.82,HOME-040,,,,
PromoBrands,Category 1,New,RB1053,The Buddy Drawstring Bag,auto_mapped_by_keyword,Bags,Drawstring Bags,0.9,BAG-050,,,,
PromoBrands,Category 1,New,RB402,Paper Shopping Bag,auto_mapped_by_keyword,Bags,Paper Bags,0.92,BAG-090,,,,
PromoBrands,Category 1,New,S116,Clearview RPET 630ml Drink Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 1,New,S405,The Roamer 300ml Vacuum Cup,auto_mapped_by_keyword,Drinkware,Travel Mugs,0.88,DRINK-030,,,,
